14101235.216559637,4518057.06836358 #검암경서동
14105259.2414623,4520668.5850561 #검암2동
14106152.5992304,4521839.0270517
14100835.4484503,4521093.7660259
14104826.8945211,4522295.2605643
14100336.2191093,4521898.7434800
14101755.635179099,4515907.75917477
14101341.081395384,4512300.40413798
14101706.999693569,4512729.61655396
14101714.39130776,4511214.44714031
14101357.823846798,4510597.74993520
14101762.715098713,4510183.83670142
14102494.61848678,4507742.71979285
14101356.142922487,4509404.39947254
14101180.870384227,4508183.92386088
14101932.276947085,4507976.97780102
14102337.613476966,4507271.89064496
14101092.05969448,4511080.67172038
14099022.84186766,4513542.23336518
14097689.334555503,4513545.19529062
14096331.459406804,4512497.75067502
14080119.222726148,4543925.30493038
14080213.788633574,4538997.82778094
14079725.374367718,4535231.964853927
14080912.340702202,4528792.574728250
14073011.473238993,4527566.86929742
14073242.46118239,4531901.77786680
14069644.002982754,4539848.02443002
14072088.857299302,4547677.69220613
14071735.417916033,4550990.1582095
14077846.857960586,4546237.80723338
14057749.515391495,4549020.41796000
14061988.06066319,4537620.06424687
14052899.23612203,4530147.15540932
14073801.84162363,4513584.486504029
13993126.491575416,4532099.00256033
13883623.567892652,4575834.9048985
13883110.106741372,4554818.15240252
14042589.19223908,4470720.67881481
14060461.080076028,4474646.87156098
14080123.341547307,4474835.10636607
14136995.311670888,4482184.94932206
14134401.845834132,4480672.48833373
14136605.515341919,4481313.69800601
14138360.255607244,4481077.19316528
14139146.393851224,4480055.81917956
14139417.690582242,4481283.60981702
14138649.56383187,4481794.18305268
14137621.30569541,4480316.6352199
14136741.247197043,4480420.07346917
14139978.440253217,4479682.74831183
14138463.337455723,4475726.50866497
14139026.870113965,4474477.24074309
14138904.407542143,4475280.16170127
14136925.558877956,4475134.54915161
14136022.857995164,4477169.34914212
14134394.955157649,4477796.42557690
14133068.338521969,4480058.88361507
14131330.30731221,4477088.199156919
14132131.80764592,4475255.81121545
14141458.944952969,4474944.58871046
14141278.952468302,4473049.22786321
14140870.421069045,4474192.962454298
14139946.502691302,4476861.721123300
14139156.212230314,4476609.95712655
14138205.677362327,4476623.07813742
14138982.242130104,4478767.56192639
14137698.839720745,4477293.41848033
14137005.15231387,4477727.70764929
14136052.825202081,4478917.40812406
14140745.108718257,4478484.32905616
14140856.405945148,4478964.62900641
14142007.08212563,4477917.81622023
14142377.430939551,4474914.26696617
14146544.342118923,4476297.75742596
14143839.835090104,4473583.58078697
14142851.9274358,4472455.9294652
14142083.625407498,4476880.423911
14142855.837583188,4476832.65283148
14143007.510389399,4476128.68750463
14143496.915398713,4477295.97850123
14142848.423705097,4479635.69211600
14145370.812046986,4479921.47464371
14153290.481372181,4501041.84947140
14154155.901357513,4501114.30934954
14153804.376669485,4501830.08785024
14154287.12477326,4502341.19780691
14151623.638976786,4500710.03785461
14151893.57761002,4500229.92084531
14152995.495853532,4501629.47873986
14152402.786356758,4501399.31651625
14153311.331512813,4501729.97210904
14153045.611888286,4500418.02539402
14154869.648536626,4501934.46723988
14155500.5517507,4502700.60224617
14149741.437894512,4503188.89597742
14148879.93635526,4498517.479144867
14149593.70579828,4498090.03963264
14151721.255038273,4504207.06574238
14154234.84914038,4504575.22997364
14152228.771728743,4499489.4382842
14153863.765617821,4498975.45334912
14155646.714242112,4501334.56633604
14155834.799653757,4501495.12452128
14155989.722989094,4500569.94712907
14155103.419467289,4501172.73469702
14156377.871789593,4502314.21843101
14156127.414067257,4503016.4339806
14155890.96033686,4499655.2954437
14155195.269179147,4500460.12751498
14154586.240245018,4497296.32163313
14152171.019176926,4490834.8153979
14151611.349305008,4490370.34683616
14151029.749493409,4491152.32144804
14150407.829762246,4490243.09779852
14150882.295695905,4489517.19846545
14151245.219499793,4486655.37904097
14149492.36053386,4488235.86227163
14150016.730995242,4487916.28779915
14150712.500076596,4491573.67927102
14151611.304777209,4492613.768611751
14152558.83401895,4491651.92929622
14149415.605744954,4491198.25255240
14149986.262850609,4489608.206248905
14151726.731957216,4494948.737648617
14151139.577303026,4494948.72363593
14152071.121065881,4496688.48702877
14152928.826610494,4496527.51184773
14151753.13694043,4496328.95209560
14146233.170746315,4493698.08154879
14150531.98439033,4495861.04536282
14148567.5293363,4493597.16065442
14149919.237385202,4493392.491630509
14142900.242928062,4543648.06158108
14142342.33190411,4542869.20675001
14142405.2485518,4543666.5759414
14142974.326049183,4538816.06389960
14143662.569932971,4540835.79525752
14142369.026317995,4540855.47112376
14143902.073817406,4541554.46699820
14144029.289731484,4543282.16458745
14147244.820014741,4541513.46586545
14144075.932598125,4544214.6775379
14147595.198112015,4542705.05580426
14141390.0692698,4544629.2047663
14141378.1259842,4544629.2047663
14141361.4053842,4544626.8161092
14141167.966935981,4545583.66788425
14129330.029646043,4494862.99435538
14128431.22494543,4494523.20893405
14128763.057215538,4494209.15995949
14128420.070732456,4495721.20152216
14128080.601945277,4494488.17868974
14129846.251520697,4493612.57263997
14130018.80786338,4492801.21838530
14127376.595221605,4493813.322822954
14130436.178030211,4493961.67418124
14127619.193787891,4497764.47455695
14127493.848041255,4496979.06427118
14125910.038854044,4496293.34123285
14127457.24619269,4495527.35152626
14126609.02506869,4495256.58692314
14130212.993583117,4494965.819130260
14131436.528370325,4495633.70022063
14133627.718963202,4495682.874068595
14131052.542918783,4494596.82887634
14131695.357318368,4494122.82020606
14132029.282394905,4494460.23865063
14133057.484871615,4494830.38714520
14133594.323115963,4493665.09965879
14134177.570456024,4492979.92922119
14132283.91459814,4493576.43857494
14132718.439098503,4492479.96402185
14134348.657381427,4495328.99285887
14134645.056657609,4493522.79113653
14132992.797115516,4490447.74749975
14132939.809037898,4490934.77126861
14132302.905703265,4492371.54586842
14133807.499940831,4491667.84272747
14112918.063535001,4507768.63284549
14112918.063535001,4507768.63284549
14112918.063535001,4507768.63284549
14112918.063535001,4507768.63284549
14114772.646251623,4507062.95646457
14113876.635670219,4508553.77120174
14113876.635670219,4508553.77120174
14113876.635670219,4508553.77120174
14113740.714571964,4509413.05722894
14113752.959715951,4511321.586597010
14112116.56320129,4510900.557577183
14111773.699169647,4507325.29978887
14111139.066752639,4509884.68423498
14111139.066752639,4509884.68423498
14111139.066752639,4509884.68423498
14111139.066752639,4509884.68423498
14110953.274522502,4508320.01942961
14110953.274522502,4508320.01942961
14110953.274522502,4508320.01942961
14110953.274522502,4508320.01942961
14113061.665678125,4505995.41312636# 심곡본동(200)
14112968.825222801,4506568.16957478
14114777.09903125,4505313.70120295
14114777.09903125,4505313.70120295
14116069.518319357,4506008.037839347
14116392.344842661,4504908.3420846
14116069.295680378,4506008.17811401
14112968.825222801,4506568.16957478
14112968.825222801,4506568.16957478
14115698.824415017,4511381.93547669
14114869.494208608,4513012.89038458
14114869.494208608,4513012.89038458
14114869.494208608,4513012.89038458
14114869.494208608,4513012.89038458
14115698.824415017,4511381.93547669
14115698.824415017,4511381.93547669
14122281.134773675,4507440.39622680
14121539.557721857,4506700.45649525
14121650.877212655,4506257.46320314
14121582.705156494,4505825.00904375
14120593.442237657,4506047.06232605
14120763.215593066,4505060.63745443
14121268.283254746,4504732.24718485
14122868.278295916,4507744.34724852
14122729.162328277,4506882.82720368
14123141.022180308,4506352.17934412
14122488.48958918,4505396.09341232
14123013.060425643,4504147.97834027
14123623.870471623,4504082.55201836
14124396.550189171,4503241.625207392
14123964.753016334,4504222.78784398
14124762.056605238,4502336.09359534
14123964.830939975,4500650.998190490
14121026.352605406,4497201.78533664
14144509.143528502,4434260.87572279
14129933.247702751,4437147.58987472
14128836.75071844,4434546.46469479
14124790.287228104,4436729.52802440
14130265.558646668,4444666.92002483
14147653.763296116,4453053.85539790
14141507.691757988,4454203.6887812
14139550.672845941,4445004.5169155
14135383.783930462,4440185.97715601
14143801.229490701,4446822.20521014
14143661.723904837,4448559.12127132
14143984.817594912,4449897.95903738
14144281.172343303,4450490.90511269
14143506.177180354,4450639.70846930
14143412.980502661,4449770.06731919
14147175.312124688,4445043.03714417
14146752.698809844,4439103.55347025#세교동(250)
14147897.597508755,4437725.81585598
14147282.579586025,4439220.43016565
14146539.633304466,4437622.4324770
14148173.046456773,4439189.09565502
14149067.710072327,4438565.46337972
14144907.466930453,4566328.81382005
14144401.597768445,4567798.74621107
14144524.861840602,4565088.59592012
14145084.943594623,4562283.17927069
14143056.73586822,4565561.98561891
14143496.625968043,4566389.91928564
14143952.913428854,4569456.36312901
14142513.040343236,4566058.36543272
14122672.834665928,4482455.71333014
14120813.765773837,4483897.79669993#성포동(265)
14122086.615095463,4481758.03360242
14120522.7605480,4480598.8616347
14121083.793462653,4479582.07377517
14117083.0942752,4480285.9475501
14122496.025918704,4479505.15879805
14126695.297674049,4481855.99988001
14123353.07467832,4480486.86388527
14122412.502904762,4481212.09823394
14122111.873487923,4485477.15152312#부곡동(274)
14120512.279196922,4485944.10607700
14123468.357142989,4489665.96536788
14118170.228430118,4486844.598828034
14115800.659485195,4485809.47633053#선부1동(278)
14115612.818976436,4486404.44474686(279)
14116710.57387099,4487316.85104746
14114486.6239706,4484865.0032759
14114500.9559134,4484915.1650757
14116982.7706755,4484781.4002762
14116982.7706755,4484781.4002762
14118017.92110281,4482447.21773410
14113824.9659445,4485662.8147586
14117182.51285221,4482400.68102408
14085521.9840745,4478261.1276364
14118607.413466316,4531424.79779052
14119911.131682742,4530725.34142103
14118981.714122158,4530513.26680130
14117305.799188267,4526253.40964442
14121366.511573423,4529383.95727907
14126372.693789732,4529598.3568379
14123752.232976455,4533948.4413530
14134472.856537309,4533002.20567332
14125904.4050707,4530868.1510179
14126851.14496116,4537604.86871966
14122283.105128657,4535450.12792677#관산동(299)
14119044.342467677,4529349.94899288# 덕양구 화정1동(300)
14119290.659104954,4527355.13992866
14118130.309260722,4525653.44875745
14119325.468709726,4526212.08911307
14119602.342547227,4526770.73122885
14118985.999922555,4525215.51269305
14123397.669266332,4523076.590416891
14123694.447028782,4521014.9316822
14116420.508673828,4533483.19586219
14118339.32273664,4537397.33942980
14113137.863869574,4535973.49032423
14113072.552724328,4533260.85468899
14115305.699633282,4532083.68850951
14114477.894503903,4530049.228869013
14114178.734504338,4530915.02130329
14113584.644645873,4530601.10226289
14112029.132873226,4528917.52339784
14112897.313581917,4530084.3360959
14113836.237827014,4529102.82637683
14111821.67787018,4535312.91915325
14112770.587473605,4534960.15712489
14111999.800187398,4533892.47690098
14111789.651252683,4536335.02297436
14111223.446926657,4532929.18711254
14110922.316572111,4533486.27595851
14110320.200578358,4534734.99940090
14108136.89140543,4533123.32310284
14110220.21341173,4535855.57534562
14135004.9637033,4499771.87787130
14137063.049581032,4501789.18610775
14136361.948296066,4497725.92939703
14137845.280510891,4499244.49149859
14136885.027451355,4498407.42869716
14137419.605910044,4499710.08173345
14150513.438563157,4527993.20853195
14153078.462270018,4524715.11710623
14152582.645258028,4523719.63890889
14151794.948541176,4523243.03229028
14154167.500848453,4522545.30365655
14152507.393282253,4521259.84020491
14153164.779403176,4522115.95533441
14153270.532919433,4521929.820894
14161692.67616218,4521021.25309887
14171355.23022693,4514069.91851860
14158745.526039276,4540848.757680248
14171938.321719702,4530440.67339580
14157349.958110992,4530762.56002610
14160345.242781717,4536978.50865555
14173864.14891043,4537641.16918250
14151689.528983396,4538101.548805
14153371.566489283,4529734.30952734
14151745.255520482,4529790.88436349
14165254.877603661,4530789.3316321
14163855.112930577,4529862.48908738
14160476.243558485,4527580.96787356
14158411.523039099,4525370.98478083
14156328.679706607,4524387.33219911
14155268.9515501,4524086.71950476
14145430.256655063,4459924.77538782
14145562.504210133,4458465.41201790
14143666.733281922,4463768.12523875
14144638.5190407,4460675.2459680
14141834.837477531,4465160.24246507
14142102.115574922,4458611.93975290
14114036.35687561,4501045.06024101
14113283.10240921,4499970.86727251
14107768.368231166,4490186.72213513
14109327.798449893,4487906.31744473
14114725.892065492,4489533.09465891
14110569.22227927,4492655.37712916
14107389.84856661,4488153.24053567
14107104.403128322,4489090.39115805
14109059.45168538,4486647.94417583
14113613.231491107,4495842.32280056
14115081.012373071,4500118.128027610
14117040.112959582,4497484.33155866
14123102.683747683,4493770.60284022
14118968.467102755,4500177.78155876
14117106.78220262,4490293.89918332
14115686.423423741,4492420.34020320
14113307.681752782,4492571.319688057
14131513.984472018,4488512.7058349
14130823.803629104,4490175.78319050
14131244.702623796,4487498.01714791
14128146.603271369,4485241.3650613
14130738.978177119,4491280.00173010
14130089.094989862,4490808.36983341
14128782.538126428,4488854.55166650
14128874.376706328,4489359.98850751
14130784.12936258,4489179.49056640
14129726.716651488,4488152.58236512
14129547.859625626,4489704.24286384
14134894.234205801,4487698.79058501
14132768.332494278,4483594.81513832
14134419.768272143,4488495.74687397
14134864.7011449,4491974.5872297
14135464.568484936,4493152.73075221
14139864.059476424,4495198.43272046
14161440.003181975,4512979.20199964
14159188.009883229,4512143.34365573
14156591.872378688,4514171.83683237# 하남시 초이동(400)
14158179.377372999,4515911.36764351
14160399.27726255,4518480.04255010
14158312.804914664,4518455.05797638
14155574.356573094,4511305.86787612
14154551.775730666,4505827.64616189
14160896.730671052,4514473.723015496
14159896.36919899,4513739.12602372
14159630.582782779,4514968.50443374
14161399.004213516,4514885.48936491
14160587.841348004,4515187.28381257
14163231.690386292,4477914.73841781
14164555.702145886,4485128.23367588
14154320.34250931,4455257.39262704
14159412.01809455,4458790.35080156
14172444.792006966,4462365.88217926
14179358.467093874,4461914.4150037
14168722.691248905,4471984.47633715
14160420.46136165,4471790.90941675
14158433.820333105,4471771.65638593
14161143.904468413,4474353.05073071
14162044.178586308,4471612.69788401
14151776.681012731,4477148.21175598
14149547.908959765,4476317.81603800
14152979.343395416,4476891.93656460
14149010.62543745,4473023.10662592
14145737.832408126,4473566.10047881
14150831.389292765,4480568.45987550
14155691.464677412,4478981.06891886
14151317.721884143,4481549.22852266
14150349.520612966,4483724.60132061
